gene	entrez_id	chromosome	start_position	end_position	prop_express	selected.Astro	selected.Exc	selected.Inh	selected.Micro	selected.Oligo	selected.OPC
GLT8D1	55830	3	52694484	52706083	0.575415024869194	0	0	0	0	0	0
GLT8D2	83468	12	103988984	104064183	0.187455590724113	0	0	0	0	0	0
GLTPD2	388323	17	4788422	4790592	0.015373683870551	0	0	0	0	0	0
GLTPP1	645312	11	18188904	18191238	0.0410180220915961	0	0	0	0	0	0
GLTSCR1	29998	19	47608196	47703277	0.244687035721207	0	0	0	0	0	0
GLTSCR1L	23506	6	42782052	42868560	0.45158581486984	0	0	0	0	0	0
GLTSCR2	29997	19	47745536	47757066	0.262450746075835	0	0	0	0	0	0
GLUD1P3	2749	10	73731541	73735609	0.209547186874233	0	0	0	0	0	0
GLUD1P4	2750	18	59778519	59780607	0.0153090885601705	0	0	0	0	0	0
GLUD1P5	2751	10	31617611	31618201	0.014404754214844	0	0	0	0	0	0
GLUD1P7	414212	10	46759023	46786770	0.0341709191912667	0	0	0	0	0	0
GLUD1P8	414213	10	47563606	47572216	0.0340417285705058	0	0	0	0	0	0
GLULP2	2754	11	9956585	9959914	0.166914282023125	0	0	0	0	0	0
GLULP4	392305	9	34917045	34918408	0.0128544667657128	0	0	0	0	0	0
GLYATL1	92292	11	58927629	58957074	0.0117563464892449	0	0	0	0	0	0
GLYATL1P1	100129032	11	58978831	58993688	0.0834571410115626	0	0	0	0	0	0
GLYATL1P2	100129933	11	58884947	58893460	0.149344357599638	0	0	0	0	0	0
GLYATL2	219970	11	58834065	58844808	0.0191848071829985	0	0	0	0	0	0
GLYCTK	132158	3	52287820	52295256	0.085459595633357	0	0	0	0	0	0
GLYR1	84656	16	4803203	4847333	0.552289903752988	0	0	0	0	0	0
GMCL1	64395	2	69829642	69881386	0.515987339319165	0	0	0	0	0	0
GMCL1P1	64396	5	178184510	178187432	0.0292616756023513	0	0	0	0	0	0
GMDS-AS1	100508120	6	2245753	2413591	0.105677927782443	0	0	0	0	0	0
GMEB1	10691	1	28668722	28715603	0.0897228861184678	0	0	0	0	0	0
GMEB2	26205	20	63587602	63627028	0.0870098830824882	0	0	0	0	0	0
GMFB	2764	14	54474484	54489067	0.532717524707706	0	0	0	0	0	0
GMNC	647309	3	190843268	190862743	0.0124022995930495	0	0	0	0	0	0
GMPPA	29926	2	219498865	219506996	0.246818680963762	0	0	0	0	0	0
GMPPB	29925	3	49721476	49723974	0.0439894063690976	0	0	0	0	0	0
GMPR	2766	6	16238580	16295549	0.0401782830566501	0	0	0	0	0	0
GMPR2	51292	14	24232422	24239242	0.291260254505523	0	0	0	0	0	0
GMPS	8833	3	155869430	155939608	0.221045152121956	0	0	0	0	0	0
GMPSP1	728564	4	8174421	8175020	0.0144693495252245	0	0	0	0	0	0
GNA11	2767	19	3094410	3124002	0.293908662231122	0	0	0	0	0	0
GNAI3	2773	1	109548564	109595843	0.387636457593179	0	0	0	0	0	0
GNAQP1	2777	2	131422742	131424935	0.0350752535365932	0	0	0	0	0	0
GNAT2	2780	1	109602906	109619662	0.0284219365674052	0	0	0	0	0	0
GNAZ	2781	22	23070483	23125034	0.473031457916155	0	0	0	0	0	0
GNB1	2782	1	1785285	1891117	0.649182869323687	0	0	0	0	0	0
GNB1L	54584	22	19788411	19854939	0.0974097280537433	0	0	0	0	0	0
GNB2	2783	7	100673740	100679169	0.41825463471352	0	0	0	0	0	0
GNB2L1	10399	5	181236928	181243906	0.6038369614366	0	0	0	0	0	0
GNB3	2784	12	6840854	6847395	0.435953749757768	0	0	0	0	0	0
GNE	10020	9	36214441	36277056	0.240229959304954	0	0	0	0	0	0
GNG10	2790	9	111661571	111670246	0.228150636263807	0	0	0	0	0	0
GNG12	55970	1	67701466	67833779	0.0302306052580583	0	0	0	0	0	0
GNG13	51764	16	798041	800733	0.0376590659518119	0	0	0	0	0	0
GNG2	54331	14	51847131	51969800	0.394160583941606	0	0	0	0	0	0
GNG3	2785	11	62706422	62709206	0.558878625411795	0	0	0	0	0	0
GNG8	94235	19	46633934	46635534	0.0167947806989213	0	0	0	0	0	0
GNGT2	2793	17	49204442	49210574	0.0182158775272915	0	0	0	0	0	0
GNL1	2794	6	30541377	30557594	0.536205671468251	0	0	0	0	0	0
GNL2	29889	1	37566812	37595985	0.187713971965635	0	0	0	0	0	0
GNL3	26354	3	52685920	52694497	0.533880240294555	0	0	0	0	0	0
GNL3L	54552	X	54530211	54621565	0.421807376784445	0	0	0	0	0	0
GNL3LP1	80060	5	60891676	60893662	0.111297719785544	0	0	0	0	0	0
GNMT	27232	6	42939415	42963880	0.149861120082682	0	0	0	0	0	0
GNN	253724	12	103843749	103930211	0.0347522769846909	0	0	0	0	0	0
GNPAT	8443	1	231241173	231277973	0.449970932110329	0	0	0	0	0	0
GNPDA1	10007	5	142000669	142013055	0.247464634067567	0	0	0	0	0	0
GNPDA2	132789	4	44682411	44726634	0.462373231703378	0	0	0	0	0	0
GNPNAT1	64841	14	52775193	52791668	0.247270848136425	0	0	0	0	0	0
GNRH1	2796	8	25419258	25425040	0.082552806666236	0	0	0	0	0	0
GNRH2	2797	20	3039061	3045860	0.0572314449970932	0	0	0	0	0	0
GNRHR	2798	4	67737375	67756086	0.219882436535108	0	0	0	0	0	0
GNRHR2	114814	1	145919013	145925341	0.0270008397390349	0	0	0	0	0	0
GOLGA2	2801	9	128255829	128276007	0.57476907176539	0	0	0	0	0	0
GOLGA2P10	80154	15	82471477	82513999	0.0746075834894387	0	0	0	0	0	0
GOLGA2P5	55592	12	100156391	100173343	0.0610425683095407	0	0	0	0	0	0
GOLGA2P6	729668	10	30364327	30371907	0.0100768684193528	0	0	0	0	0	0
GOLGA2P7	388152	15	84198848	84230168	0.0515470576836122	0	0	0	0	0	0
GOLGA2P8	728477	15	90293500	90300975	0.173890575544215	0	0	0	0	0	0
GOLGA3	2802	12	132768909	132829118	0.629610490278406	0	0	0	0	0	0
GOLGA4	2803	3	37243191	37366879	0.857567340611072	0	0	0	0	0	0
GOLGA5	9950	14	92794231	92839963	0.270460564563013	0	0	0	0	0	0
GOLGA6C	653641	15	75258558	75273455	0.0147277307667463	0	0	0	0	0	0
GOLGA6L3	100133220	15	85240410	85247187	0.070215102383567	0	0	0	0	0	0
GOLGA6L4	643707	15	84235773	84245368	0.0426975001614883	0	0	0	0	0	0
GOLGA6L5P	374650	15	84506168	84516847	0.105871713713584	0	0	0	0	0	0
GOLGA6L7P	728310	15	28844961	28848675	0.0315225114656676	0	0	0	0	0	0
GOLGA8B	440270	15	34525276	34583651	0.970350752535366	0	0	0	0	0	0
GOLGA8CP	729786	15	20562349	20575703	0.0304889864995801	0	0	0	0	0	0
GOLGA8DP	100132979	15	23157340	23170783	0.0180866869065306	0	0	0	0	0	0
GOLGA8EP	390535	15	22424673	22438026	0.0382404237452361	0	0	0	0	0	0
GOLGA8H	728498	15	30545870	30617827	0.0946321297073832	0	0	0	0	0	0
GOLGA8IP	283796	15	22610353	22617854	0.0103352496608746	0	0	0	0	0	0
GOLGA8J	653073	15	30082375	30096701	0.0762224662489503	0	0	0	0	0	0
GOLGA8K	653125	15	32389585	32403292	0.0181512822169111	0	0	0	0	0	0
GOLGA8M	653720	15	28698695	28718510	0.0722821523157419	0	0	0	0	0	0
GOLGA8N	643699	15	32587328	32607310	0.194625670176345	0	0	0	0	0	0
GOLGA8O	728047	15	32441914	32456324	0.0150507073186487	0	0	0	0	0	0
GOLGA8Q	727909	15	30556266	30562498	0.0138233964214198	0	0	0	0	0	0
GOLGA8R	101059918	15	30400562	30414260	0.0615593307925845	0	0	0	0	0	0
GOLGA8S	653061	15	23354748	23368324	0.0764162521800917	0	0	0	0	0	0
GOLGB1	2804	3	121663199	121750811	0.878819197726245	0	0	0	0	0	0
GOLPH3	64083	5	32124718	32174319	0.228344422194949	0	0	0	0	0	0
GOLPH3L	55204	1	150646225	150697956	0.15644984174149	0	0	0	0	0	0
GOLT1A	127845	1	204198160	204214092	0.0223499773916414	0	0	0	0	0	0
GORAB	92344	1	170532122	170553834	0.147406498288224	0	0	0	0	0	0
GORASP2	26003	2	170928438	170967135	0.274723855048124	0	0	0	0	0	0
GOSR1	9527	17	30477408	30526814	0.489180285511272	0	0	0	0	0	0
GOSR2	9570	17	46923114	46967000	0.355855564885989	0	0	0	0	0	0
GOT2	2806	16	58707131	58734357	0.348039532329953	0	0	0	0	0	0
GOT2P2	391139	1	173140504	173142372	0.0476713390607842	0	0	0	0	0	0
GOT2P3	644138	12	9641670	9643211	0.0235772882888702	0	0	0	0	0	0
GP1BA	2811	17	4932275	4935030	0.025062980427621	0	0	0	0	0	0
GP6	51206	19	55013705	55038264	0.101285446676571	0	0	0	0	0	0
GPAA1	8733	8	144082621	144086216	0.449841741489568	0	0	0	0	0	0
GPAA1P1	22945	2	109983968	109985187	0.0228021445643046	0	0	0	0	0	0
GPALPP1	55425	13	44989538	45033611	0.63574704476455	0	0	0	0	0	0
GPANK1	7918	6	31661229	31666283	0.102771138815322	0	0	0	0	0	0
GPAT2	150763	2	96021946	96035245	0.980040049092436	0	0	0	0	0	0
GPATCH1	55094	19	33080880	33130412	0.22576060977973	0	0	0	0	0	0
GPATCH3	63906	1	26890488	26901065	0.108261740197662	0	0	0	0	0	0
GPATCH4	54865	1	156594308	156601496	0.255345261933984	0	0	0	0	0	0
GPBP1	65056	5	57173849	57264679	0.733673535301337	0	0	0	0	0	0
GPC1	2817	2	240435698	240468078	0.8005942768555	0	0	0	0	0	0
GPC2	221914	7	100169606	100177426	0.0111749886958207	0	0	0	0	0	0
GPC6-AS1	100873972	13	94154193	94187991	0.0131774433176151	0	0	0	0	0	0
GPC6-AS2	100873973	13	93818424	93858473	0.0406950455396938	0	0	0	0	0	0
GPD1L	23171	3	32106511	32168715	0.306827724307215	0	0	0	0	0	0
GPER1	2852	7	1086807	1093815	0.0167947806989213	0	0	0	0	0	0
GPHN	10243	14	66507407	67181808	0.837090627220464	0	0	0	0	0	0
GPI	2821	19	34359592	34402413	0.889348233318261	0	0	0	0	0	0
GPKOW	27238	X	49113385	49123801	0.113300174407338	0	0	0	0	0	0
GPM6A	2823	4	175632937	176002691	0.976810283573413	0	0	0	0	0	0
GPN1	11321	2	27628648	27650846	0.212389380530973	0	0	0	0	0	0
GPN2	54707	1	26879382	26890378	0.0619469026548673	0	0	0	0	0	0
GPN3	51184	12	110452486	110468721	0.127575738001421	0	0	0	0	0	0
GPR1	2825	2	206175316	206218047	0.0195723790452813	0	0	0	0	0	0
GPR1-AS	101669764	2	206203376	206266243	0.0158904463535947	0	0	0	0	0	0
GPR135	64582	14	59452773	59465396	0.349719010399845	0	0	0	0	0	0
GPR137	56834	11	64269260	64289500	0.309023964860151	0	0	0	0	0	0
GPR143P	352896	Y	7100398	7106505	0.0124022995930495	0	0	0	0	0	0
GPR146	115330	7	1044573	1059269	0.0162134229054971	0	0	0	0	0	0
GPR149	344758	3	154337672	154429715	0.0204121180802274	0	0	0	0	0	0
GPR150	285601	5	95618296	95621672	0.0625928557586719	0	0	0	0	0	0
GPR153	387509	1	6247346	6260990	0.0962470124668949	0	0	0	0	0	0
GPR158	57512	10	25174737	25602233	0.515728958077644	0	0	0	0	0	0
GPR158-AS1	100128811	10	25158072	25176276	0.0303597958788192	0	0	0	0	0	0
GPR161	23432	1	168079542	168137667	0.159937988502035	0	0	0	0	0	0
GPR173	54328	X	53049324	53080615	0.11775725082359	0	0	0	0	0	0
GPR179	440435	17	38325610	38343810	0.0138233964214198	0	0	0	0	0	0
GPR18	2841	13	99254713	99262448	0.279956075188941	0	0	0	0	0	0
GPR19	2842	12	12660884	12717272	0.267812156837414	0	0	0	0	0	0
GPR22	2845	7	107470057	107476212	0.672178799819133	0	0	0	0	0	0
GPR27	2850	3	71754050	71755177	0.0400490924358892	0	0	0	0	0	0
GPR3	2827	1	27392644	27395814	0.0585233512047025	0	0	0	0	0	0
GPR35	2859	2	240605408	240631259	0.0395969252632259	0	0	0	0	0	0
GPR4	2828	19	45589764	45602208	0.0140817776629417	0	0	0	0	0	0
GPR52	9293	1	174448074	174449545	0.0319746786383309	0	0	0	0	0	0
GPR55	9290	2	230907318	230961227	0.0394031393320845	0	0	0	0	0	0
GPR6	2830	6	109978256	109980720	0.0179574962857697	0	0	0	0	0	0
GPR61	83873	1	109539872	109547260	0.22711711129772	0	0	0	0	0	0
GPR68	8111	14	91232532	91270790	0.109489051094891	0	0	0	0	0	0
GPR75	10936	2	53852913	53860033	0.0302952005684387	0	0	0	0	0	0
GPR78	27201	4	8580237	8590023	0.0227375492539242	0	0	0	0	0	0
GPR82	27197	X	41724155	41730135	0.0536787029261676	0	0	0	0	0	0
GPR83	10888	11	94377311	94401419	0.147729474840127	0	0	0	0	0	0
GPR85	54329	7	113080413	113087778	0.367224339512951	0	0	0	0	0	0
GPR87	53836	3	151294086	151316848	0.0199599509075641	0	0	0	0	0	0
GPR88	54112	1	100538172	100542027	0.0598798527226923	0	0	0	0	0	0
GPR89A	653519	1	145607960	145670977	0.451327433628319	0	0	0	0	0	0
GPR89B	51463	1	147928393	147993521	0.514566242490795	0	0	0	0	0	0
GPR89P	394254	6	27736575	27738514	0.0994767779859182	0	0	0	0	0	0
GPRASP2	114928	X	102712176	102717733	0.0199599509075641	0	0	0	0	0	0
GPRIN1	114787	5	176595802	176617338	0.116594535236742	0	0	0	0	0	0
GPRIN2	9721	10	46543963	46556947	0.0283573412570247	0	0	0	0	0	0
GPRIN3	285513	4	89241276	89308010	0.0620114979652477	0	0	0	0	0	0
GPS1	2873	17	82051351	82057470	0.405206382016666	0	0	0	0	0	0
GPS2P1	392281	9	2875387	2876503	0.229442542471417	0	0	0	0	0	0
GPS2P2	100132058	3	186772612	186773579	0.0888831470835217	0	0	0	0	0	0
GPSM1	26086	9	136327476	136359605	0.358633163232349	0	0	0	0	0	0
GPX1P2	2884	21	27143123	27143999	0.0180866869065306	0	0	0	0	0	0
GPX2	2877	14	64939152	64942905	0.0132420386279956	0	0	0	0	0	0
GPX7	2882	1	52602371	52609051	0.0406304502293134	0	0	0	0	0	0
GRAMD2	196996	15	72159806	72197795	0.0325560364317551	0	0	0	0	0	0
GRAMD4	23151	22	46576017	46682758	0.379820425037142	0	0	0	0	0	0
GRAMD4P8	100631247	2	131646704	131648383	0.0289386990504489	0	0	0	0	0	0
GRB14	2888	2	164492406	164621850	0.177895484787804	0	0	0	0	0	0
GRB2	2885	17	75318076	75405709	0.470318454880176	0	0	0	0	0	0
GRB7	2886	17	39737909	39747285	0.0332019895355597	0	0	0	0	0	0
GREB1L	80000	18	21242242	21525423	0.175117886441444	0	0	0	0	0	0
GREM2	64388	1	240489573	240612272	0.140494800077514	0	0	0	0	0	0
GRHL2	79977	8	101492406	101678098	0.0908210063949357	0	0	0	0	0	0
GRID1	2894	10	85599555	86366493	0.240359149925715	0	0	0	0	0	0
GRID1-AS1	100507470	10	85577731	85607215	0.0486402687164912	0	0	0	0	0	0
GRID2IP	392862	7	6496778	6551436	0.0151798979394096	0	0	0	0	0	0
GRIK1-AS1	642976	21	29748175	29764006	0.0342355145016472	0	0	0	0	0	0
GRIK5	2901	19	41998316	42071804	0.34771655577805	0	0	0	0	0	0
GRIN1	2902	9	137139112	137168762	0.845358826949164	0	0	0	0	0	0
GRIN2A	2903	16	9753404	10183364	0.826109424455785	0	0	0	0	0	0
GRIN3B	116444	19	1000438	1010223	0.0271946256701763	0	0	0	0	0	0
GRIPAP1	56850	X	48973720	49002264	0.77152638718429	0	0	0	0	0	0
GRK4	2868	4	2963505	3040752	0.411601317744332	0	0	0	0	0	0
GRK5	2869	10	119207685	119455619	0.0987662295717331	0	0	0	0	0	0
GRK5-IT1	101927868	10	119208069	119212704	0.0116917511788644	0	0	0	0	0	0
GRK6	2870	5	177426496	177442849	0.124410567792778	0	0	0	0	0	0
GRK7	131890	3	141749984	141817370	0.0136296104902784	0	0	0	0	0	0
GRM4	2914	6	34018643	34155622	0.134035269039468	0	0	0	0	0	0
GRM5-AS1	100873989	11	88504576	88524054	0.163749111814482	0	0	0	0	0	0
GRM6	2916	5	178978327	178995123	0.0648536916219882	0	0	0	0	0	0
GRM7-AS1	100873937	3	7519741	7535284	0.0961824171565144	0	0	0	0	0	0
GRM8	2918	7	126438598	127253294	0.179251986305794	0	0	0	0	0	0
GRP	2922	18	59219118	59230771	0.0153090885601705	0	0	0	0	0	0
GRPEL1	80273	4	7060053	7068073	0.155028744913119	0	0	0	0	0	0
GRPEL2	134266	5	149345414	149354583	0.160260965053937	0	0	0	0	0	0
GRPR	2925	X	16123301	16153518	0.0247400038757186	0	0	0	0	0	0
GRSF1	2926	4	70815782	70843274	0.551773141269944	0	0	0	0	0	0
GRTP1	79774	13	113324164	113364148	0.35869775854273	0	0	0	0	0	0
GRWD1	83743	19	48445773	48453907	0.122149731929462	0	0	0	0	0	0
GRXCR2	643226	5	145858387	145937176	0.0143401589044635	0	0	0	0	0	0
GS1-259H13.2	100289187	7	99597956	99610833	0.0180220915961501	0	0	0	0	0	0
GS1-279B7.1	100288079	1	185323846	185335039	0.0211226664944125	0	0	0	0	0	0
GSDMA	284110	17	39962973	39977880	0.0142755635940831	0	0	0	0	0	0
GSDMC	56169	8	129705903	129786888	0.0122085136619081	0	0	0	0	0	0
GSDMD	79792	8	143553387	143563062	0.01246689490343	0	0	0	0	0	0
GSE1	23199	16	85170003	85676206	0.431302887410374	0	0	0	0	0	0
GSG1	83445	12	13083537	13103720	0.0589109230669853	0	0	0	0	0	0
GSG1L	146395	16	27787529	28063509	0.103094115367224	0	0	0	0	0	0
GSK3A	2931	19	42230186	42242584	0.307279891479879	0	0	0	0	0	0
GSK3B	2932	3	119821321	120094417	0.643498482010206	0	0	0	0	0	0
GSKIP	51527	14	96363452	96387290	0.219236483431303	0	0	0	0	0	0
GSPT1	2935	16	11868128	11916662	0.532394548155804	0	0	0	0	0	0
GSPT2	23708	X	51743385	51746232	0.138815322007622	0	0	0	0	0	0
GSR	2936	8	30678061	30727969	0.307279891479879	0	0	0	0	0	0
GSS	2937	20	34928433	34955992	0.330921775079129	0	0	0	0	0	0
GSTA1	2938	6	52791380	52803866	0.0100768684193528	0	0	0	0	0	0
GSTA10P	647177	6	52873014	52890798	0.0870744783928687	0	0	0	0	0	0
GSTA12P	647169	6	52765280	52778355	0.126606808345714	0	0	0	0	0	0
GSTA6P	2942	6	52805446	52813462	0.0169239713196822	0	0	0	0	0	0
GSTA8P	100420627	6	52687945	52697115	0.0978618952264066	0	0	0	0	0	0
GSTA9P	100174857	6	52939907	52957522	0.243653510755119	0	0	0	0	0	0
GSTCD	79807	4	105708778	105847725	0.243265938892836	0	0	0	0	0	0
GSTK1	373156	7	143263429	143269129	0.54983528195853	0	0	0	0	0	0
GSTM3P2	100421057	2	159055995	159056988	0.0193139978037594	0	0	0	0	0	0
GSTM5P1	100505557	3	12257376	12258482	0.0222207867708804	0	0	0	0	0	0
GSTO1	9446	10	104254194	104267464	0.363348620890123	0	0	0	0	0	0
GSTO2	119391	10	104268416	104304948	0.339835927911634	0	0	0	0	0	0
GSTO3P	344813	3	130827638	130828433	0.0125314902138105	0	0	0	0	0	0
GSTT2	2953	22	23980028	23983915	0.0550997997545378	0	0	0	0	0	0
GSTZ1	2954	14	77320887	77331597	0.0889477423939022	0	0	0	0	0	0
GTF2A1	2957	14	81175452	81221231	0.285963439054325	0	0	0	0	0	0
GTF2B	2959	1	88852638	88891944	0.189910212518571	0	0	0	0	0	0
GTF2E1	2960	3	120742711	120783070	0.0657580259673148	0	0	0	0	0	0
GTF2E2	2961	8	30578514	30658241	0.217363219430269	0	0	0	0	0	0
GTF2F1	2962	19	6379569	6393280	0.343259479361798	0	0	0	0	0	0
GTF2F2	2963	13	45120464	45284889	0.211678832116788	0	0	0	0	0	0
GTF2F2P1	2964	4	147506089	147507227	0.0100768684193528	0	0	0	0	0	0
GTF2H1	2965	11	18322269	18367043	0.492280860409534	0	0	0	0	0	0
GTF2H2	2966	5	71035124	71067670	0.326141722110975	0	0	0	0	0	0
GTF2H2B	653238	5	70415370	70450362	0.257412311866159	0	0	0	0	0	0
GTF2H2C	728340	5	69560143	69592903	0.534849169950262	0	0	0	0	0	0
GTF2H3	2967	12	123633739	123662604	0.451198243007558	0	0	0	0	0	0
GTF2H4	2968	6	30908200	30914103	0.137200439248111	0	0	0	0	0	0
GTF2H5	404672	6	158168347	158199344	0.414831083263355	0	0	0	0	0	0
GTF2IP1	2970	7	75185383	75237705	0.563400297138428	0	0	0	0	0	0
GTF2IP2	338448	21	13443354	13462471	0.0417285705057813	0	0	0	0	0	0
GTF2IP3	645686	13	19026001	19032626	0.0153090885601705	0	0	0	0	0	0
GTF2IRD1P1	729156	7	66809993	66844826	0.0222207867708804	0	0	0	0	0	0
GTF2IRD2	84163	7	74796144	74851792	0.176151411407532	0	0	0	0	0	0
GTF2IRD2P1	401375	7	73242751	73280119	0.0904980298430334	0	0	0	0	0	0
GTF3A	2971	13	27424544	27435709	0.632711065176668	0	0	0	0	0	0
GTF3C1	2975	16	27460613	27549930	0.530650474775531	0	0	0	0	0	0
GTF3C2	2976	2	27325849	27357034	0.293844066920742	0	0	0	0	0	0
GTF3C2-AS1	100505624	2	27335542	27337803	0.0171823525612041	0	0	0	0	0	0
GTF3C3	9330	2	196763032	196799768	0.430656934306569	0	0	0	0	0	0
GTF3C4	9329	9	132670035	132690084	0.045152121955946	0	0	0	0	0	0
GTF3C6	112495	6	110958560	110967888	0.289968348297914	0	0	0	0	0	0
GTPBP1	9567	22	38704557	38738173	0.14818164201279	0	0	0	0	0	0
GTPBP10	85865	7	90346665	90391455	0.308636392997868	0	0	0	0	0	0
GTPBP2	54676	6	43620481	43629246	0.264324010076868	0	0	0	0	0	0
GTPBP3	84705	19	17334982	17342731	0.194561074865965	0	0	0	0	0	0
GTPBP4	23560	10	988409	1017768	0.274465473806602	0	0	0	0	0	0
GTPBP6	8225	X	303357	318819	0.15515793553388	0	0	0	0	0	0
GTPBP8	29083	3	112990482	113001374	0.221238938053097	0	0	0	0	0	0
GTSCR1	220158	18	70630519	70670875	0.0130482526968542	0	0	0	0	0	0
GTSE1	51512	22	46296014	46333699	0.0180220915961501	0	0	0	0	0	0
GUCA1A	2978	6	42155386	42180056	0.0195077837349008	0	0	0	0	0	0
GUCA1B	2979	6	42183284	42206551	0.230217686195982	0	0	0	0	0	0
GUCD1	83606	22	24540423	24555935	0.0815192817001486	0	0	0	0	0	0
GUCY1A3	2982	4	155666568	155737062	0.432401007686842	0	0	0	0	0	0
GUCY1B3	2983	4	155758973	155807642	0.672566371681416	0	0	0	0	0	0
GUCY2C	2984	12	14612632	14696618	0.0128544667657128	0	0	0	0	0	0
GUCY2D	3000	17	8002670	8020340	0.0240294554615335	0	0	0	0	0	0
GUF1	60558	4	44678395	44700928	0.505135327175247	0	0	0	0	0	0
GULOP	2989	8	27577611	27589073	0.0253213616691428	0	0	0	0	0	0
GULP1	51454	2	188291669	188595926	0.344680576190169	0	0	0	0	0	0
GUSB	2990	7	65960684	65982314	0.348491699502616	0	0	0	0	0	0
GUSBP11	91316	22	23638487	23717423	0.501453394483561	0	0	0	0	0	0
GUSBP12	642007	7	57200824	57203669	0.0159550416639752	0	0	0	0	0	0
GUSBP2	387036	6	26871487	26956554	0.0358503972611588	0	0	0	0	0	0
GUSBP3	653188	5	69639463	69710527	0.0177637103546283	0	0	0	0	0	0
GUSBP5	441046	4	143559472	143561460	0.0670499321749241	0	0	0	0	0	0
GUSBP9	100049076	5	71220226	71259295	0.0275176022220787	0	0	0	0	0	0
GVINP1	387751	11	6713139	6721879	0.11917834765196	0	0	0	0	0	0
GVINP2	100128135	11	6748125	6750369	0.0214456430463148	0	0	0	0	0	0
GXYLT1	283464	12	42081845	42144871	0.204185776112654	0	0	0	0	0	0
GXYLT1P3	100132541	9	40348499	40353658	0.146631354563659	0	0	0	0	0	0
GXYLT1P4	100132441	9	66026330	66027784	0.0494154124410568	0	0	0	0	0	0
GXYLT1P5	100131760	9	42974789	42976241	0.0340417285705058	0	0	0	0	0	0
GXYLT1P6	100132672	9	64488535	64489985	0.0649828822427492	0	0	0	0	0	0
GXYLT2	727936	3	72848522	72975374	0.0193139978037594	0	0	0	0	0	0
GYG1	2992	3	148991408	149027669	0.159162844777469	0	0	0	0	0	0
GYG2	8908	X	2828822	2882820	0.0478651249919256	0	0	0	0	0	0
GYG2P1	352887	Y	12406116	12421590	0.100897874814288	0	0	0	0	0	0
GYPA	2993	4	144109303	144140752	0.0715070085911763	0	0	0	0	0	0
GYPB	2994	4	143995188	144019427	0.192687810864931	0	0	0	0	0	0
GYPE	2996	4	143870866	143905563	0.191266714036561	0	0	0	0	0	0
GYS1	2997	19	48968125	48993353	0.30049738388993	0	0	0	0	0	0
GZF1	64412	20	23361639	23373046	0.210063949357277	0	0	0	0	0	0
H19	283120	11	1995176	1997835	0.0242878367030554	0	0	0	0	0	0
H1F0	3005	22	37805107	37807436	0.169498094438344	0	0	0	0	0	0
H1FX	8971	3	129314771	129316277	0.319036237969123	0	0	0	0	0	0
H1FX-AS1	339942	3	129316271	129324569	0.145210257735288	0	0	0	0	0	0
H2AFJ	55766	12	14774336	14778002	0.0328790129836574	0	0	0	0	0	0
H2AFV	94239	7	44826889	44848126	0.449518764937666	0	0	0	0	0	0
H2AFVP1	654500	15	92733671	92734276	0.0341063238808862	0	0	0	0	0	0
H2AFY	9555	5	135334381	135400147	0.547897422647116	0	0	0	0	0	0
H2AFY2	55506	10	70052601	70112284	0.1385569407661	0	0	0	0	0	0
H2AFZ	3015	4	99948087	99950355	0.618629287513726	0	0	0	0	0	0
H2AFZP1	54049	21	44045967	44047146	0.0294554615334927	0	0	0	0	0	0
H2AFZP2	346990	8	70103412	70104275	0.0929526516374911	0	0	0	0	0	0
H2AFZP3	728023	13	99215172	99215862	0.0847490472191719	0	0	0	0	0	0
H2AFZP4	100462795	11	70278915	70279297	0.0117563464892449	0	0	0	0	0	0
H2BFXP	767811	X	103975924	103978357	0.0151153026290291	0	0	0	0	0	0
H3F3A	3020	1	226062707	226072002	0.50280989600155	0	0	0	0	0	0
H3F3AP1	654505	15	39950856	39951834	0.0194431884245204	0	0	0	0	0	0
H3F3AP2	664611	14	23294546	23295800	0.0738324397648731	0	0	0	0	0	0
H3F3AP3	100689229	3	109408516	109410202	0.0184096634584329	0	0	0	0	0	0
H3F3AP4	440926	2	174719800	174720858	0.320069762935211	0	0	0	0	0	0
H3F3AP5	347376	X	50905355	50906368	0.0579419934112783	0	0	0	0	0	0
H3F3AP6	644914	4	139697626	139698635	0.102577352884181	0	0	0	0	0	0
H3F3B	3021	17	75776434	75779935	0.632000516762483	0	0	0	0	0	0
H3F3C	440093	12	31791185	31792241	0.1025127575738	0	0	0	0	0	0
H6PD	9563	1	9234776	9271337	0.217363219430269	0	0	0	0	0	0
HAAO	23498	2	42767089	42793138	0.0207996899425102	0	0	0	0	0	0
HACD1	9200	10	17589959	17617390	0.12744654738066	0	0	0	0	0	0
HACD2	201562	3	123494516	123585077	0.112848007234675	0	0	0	0	0	0
HACL1	26061	3	15560704	15601852	0.496737936825786	0	0	0	0	0	0
HADH	3033	4	107989714	108035175	0.271171112977198	0	0	0	0	0	0
HADHAP1	3031	4	165403687	165406384	0.039338544021704	0	0	0	0	0	0
HADHAP2	399994	12	8634303	8638265	0.0462502422324139	0	0	0	0	0	0
HAGH	3029	16	1809103	1827194	0.566888443898973	0	0	0	0	0	0
HAO2	51179	1	119368776	119394130	0.0262256960144693	0	0	0	0	0	0
HAP1	9001	17	41722639	41734646	0.0668561462437827	0	0	0	0	0	0
HAPLN3	145864	15	88877288	88895626	0.0159550416639752	0	0	0	0	0	0
