gene	entrez_id	chromosome	start_position	end_position	prop_express	selected.Astro	selected.Exc	selected.Inh	selected.Micro	selected.Oligo	selected.OPC
DFNA5	1687	7	24698355	24758020	0.238421290614301	0	0	1	0	0	0
DGCR5	26220	22	18970498	19031242	0.561204056585492	0	1	0	0	0	0
DGCR9	25787	22	19017834	19020248	0.272140042632905	0	1	0	0	0	0
DGKA	1606	12	55931162	55954027	0.353465538401912	0	1	0	0	0	0
DGKB	1607	7	14145049	14974777	0.629804276209547	0	1	0	0	0	0
DGKD	8527	2	233354507	233472098	0.27013758801111	0	0	1	0	0	0
DGKE	8526	17	56834099	56869567	0.687294102448162	0	0	1	0	0	0
DGKH	160851	13	42040036	42256584	0.475227698469091	0	1	0	0	0	0
DGKI	9162	7	137387654	137846863	0.611523803371875	0	1	0	0	0	0
DGKZ	8525	11	46332905	46380554	0.777792132291196	0	1	0	0	0	0
DHCR24	1718	1	54849627	54887248	0.397648730702151	0	0	0	0	1	0
DHODH	1723	16	72008744	72025417	0.159873393191654	1	0	0	0	0	0
DHRS12	79758	13	51767993	51804199	0.156320651120729	0	0	0	0	0	1
DHRS3	9249	1	12567910	12618361	0.0447645500936632	1	0	0	0	0	0
DHRS7	51635	14	60144778	60165493	0.353530133712292	0	0	1	0	0	0
DHX58	79132	17	42101404	42112733	0.0811963051482462	1	0	0	0	0	0
DIAPH3	81624	13	59665583	60163985	0.0209288805632711	1	0	0	0	0	0
DICER1	23405	14	95086228	95158010	0.823848588592468	0	0	0	0	1	0
DICER1-AS1	400242	14	95157688	95179933	0.190362379691234	1	0	0	0	0	0
DIMT1	27292	5	62388524	62403901	0.489890833925457	0	0	0	0	0	1
DIO2	1734	14	80197525	80231054	0.0330082036044183	1	0	0	0	0	0
DIP2B	57609	12	50504985	50748667	0.541954654092113	0	0	0	0	1	0
DIP2C	22982	10	274190	689689	0.740779019443188	0	0	0	0	1	0
DIRAS2	54769	9	90609832	90643105	0.544732252438473	0	1	0	0	0	0
DIRAS3	9077	1	68045962	68051733	0.104256830954073	0	0	1	0	0	0
DIRC3	729582	2	217284023	217756593	0.164459660228667	0	1	0	0	0	0
DKFZP586I1420	222161	7	30370050	30372809	0.311543181964989	0	0	0	1	0	0
DKK3	27122	11	11962996	12009370	0.756798656417544	0	0	1	0	0	0
DLEU7	220107	13	50695550	50843933	0.16762483043731	0	0	0	1	0	0
DLEU7-AS1	100874074	13	50807855	50849905	0.0463794328531749	0	0	0	1	0	0
DLG2	1740	11	83455012	85628534	0.873328596343905	0	0	0	0	1	0
DLGAP1	9229	18	3496032	4455310	0.905303274982236	0	1	0	0	0	0
DLGAP1-AS1	649446	18	3594114	3597379	0.344034623086364	0	1	0	0	0	0
DLGAP1-AS4	101410534	18	3962353	4013943	0.665137910987662	0	1	0	0	0	0
DLGAP1-AS5	284215	18	4264602	4296000	0.247787610619469	0	0	1	0	0	0
DLGAP2	9228	8	1019561	1708476	0.685097861895226	0	1	0	0	0	0
DLGAP3	58512	1	34862120	34929585	0.404818810154383	0	1	0	0	0	0
DLL3	10683	19	39498917	39508481	0.130611717589303	0	0	0	0	0	1
DLX1	1745	2	172085480	172089674	0.150377882565726	0	0	1	0	0	0
DLX2	1746	2	172099438	172102750	0.0523867967185582	0	0	1	0	0	0
DLX5	1749	7	97020390	97024831	0.0572960403074737	0	0	1	0	0	0
DLX6	1750	7	97005978	97011040	0.0877850268070538	0	0	1	0	0	0
DLX6-AS1	285987	7	96968515	97014065	0.176409792649054	0	0	1	0	0	0
DMPK	1760	19	45769709	45782557	0.524643110910148	1	0	0	0	0	0
DMRT2	10655	9	1003242	1057554	0.0230605258058265	0	0	0	0	1	0
DMTN	2039	8	22049149	22082527	0.660164072088366	0	1	0	0	0	0
DMXL2	23312	15	51447724	51622833	0.801240229959305	0	0	0	0	0	1
DNAH1	25981	3	52316319	52400497	0.426329048511078	0	1	0	0	0	0
DNAH11	8701	7	21543215	21901568	0.0197661649764227	0	0	0	0	0	1
DNAH17	8632	17	78423697	78577432	0.145985401459854	0	0	0	0	1	0
DNAH6	1768	2	84459540	84819589	0.513597312835088	0	1	0	0	0	0
DNAJA4	55466	15	78264145	78282196	0.485756734061107	0	0	1	0	0	0
DNAJB2	3300	2	219279318	219286900	0.535430527743686	0	0	0	0	1	0
DNAJB9	4189	7	108569745	108574850	0.280795814223887	0	0	1	0	0	0
DNAJC1	64215	10	21756548	22003768	0.530004521671727	0	1	0	0	0	0
DNAJC10	54431	2	182716041	182780025	0.776306440152445	0	0	0	1	0	0
DNAJC3	5611	13	95677139	95794989	0.377624184484206	1	0	0	0	0	0
DNAJC4	3338	11	64230234	64234281	0.235256120405659	1	0	0	0	0	0
DNAJC5G	285126	2	27275421	27281430	0.17447193333764	0	1	0	0	0	0
DNAJC6	9829	1	65248148	65415869	0.750468316000258	0	0	0	0	1	0
DNM2	1785	19	10718053	10831910	0.420450875266456	0	0	0	0	1	0
DNMT1	1786	19	10133345	10195079	0.61074865964731	0	0	1	0	0	0
DOC2A	8448	16	30005514	30023280	0.557586719204186	0	1	0	0	0	0
DOCK11	139818	X	118495909	118686160	0.129707383243976	0	0	1	0	0	0
DOCK2	1794	5	169637247	170083382	0.0211226664944125	0	0	0	1	0	0
DOCK4-AS1	100506413	7	111808505	111821779	0.0534849169950262	0	0	0	1	0	0
DOCK5	80005	8	25184772	25415716	0.0454750985078483	0	0	0	0	1	0
DOCK6	57572	19	11199293	11262501	0.0512240811317098	1	0	0	0	0	0
DOCK7	85440	1	62454726	62688368	0.577223693559848	1	0	0	0	0	0
DOCK8	81704	9	214865	465259	0.0142109682837026	0	0	0	1	0	0
DOHH	83475	19	3490821	3505918	0.0988308248821136	0	0	0	0	1	0
DOPEY2	9980	21	36156783	36294274	0.491053549512305	0	1	0	0	0	0
DPF3	8110	14	72609032	72894116	0.16342613526258	1	0	0	0	0	0
DPH6	89978	15	35304893	35546222	0.254957690071701	1	0	0	0	0	0
DPM2	8818	9	127935095	127938484	0.381499903107034	0	0	0	0	0	1
DPP4	1803	2	161992241	162074542	0.186422065758026	0	1	0	0	0	0
DPP6	1804	7	153887097	154894290	0.864995801304825	0	0	0	0	0	1
DPP7	29952	9	137110540	137117980	0.694593372521155	1	0	0	0	0	0
DPY19L1	23333	7	34928879	35038041	0.440862993346683	0	1	0	0	0	0
DPY19L1P1	100129460	7	32580939	32719168	0.316323234933144	1	0	0	0	0	0
DPY19L2	283417	12	63558913	63669201	0.778696466636522	0	0	0	0	0	1
DPY19L2P1	554236	7	35081287	35186162	0.74097280537433	0	1	0	0	0	0
DPY19L2P2	349152	7	103175013	103280466	0.378916090691816	0	0	0	0	0	1
DPYS	1807	8	104379424	104467049	0.0742846069375363	0	0	0	1	0	0
DPYSL2	1808	8	26514193	26658177	0.929655706995672	0	0	0	0	1	0
DROSHA	29102	5	31400494	31532175	0.420838447128738	0	0	0	0	0	1
DRP2	1821	X	101219944	101264496	0.559718364446741	0	1	0	0	0	0
DSCAM-AS1	100506492	21	40383083	40385358	0.0773851818357987	0	0	0	0	0	1
DSCAM-IT1	100874326	21	40618507	40630767	0.101802209159615	0	0	0	0	0	1
DSCAML1	57453	11	117427772	117797261	0.28945158581487	0	0	1	0	0	0
DSE	29940	6	116280120	116443475	0.128932239519411	0	0	0	1	0	0
DSEL	92126	18	67506582	67516730	0.235062334474517	0	0	0	0	0	1
DTD1	92675	20	18587912	18763917	0.28809508429688	0	0	1	0	0	0
DTX2	113878	7	76461655	76505998	0.0614301401718235	0	0	0	0	0	1
DUSP10	11221	1	221701420	221742176	0.0643369291389445	0	0	1	0	0	0
DUSP16	80824	12	12473282	12562839	0.167818616368452	0	0	0	0	1	0
DUSP22	56940	6	292057	351355	0.151669788773335	0	0	0	0	1	0
DUXAP10	503639	14	19294785	19337674	0.133583101866804	0	0	0	1	0	0
DUXAP8	503637	22	15784954	15827434	0.109166074542988	0	0	0	1	0	0
DVL3	1857	3	184155311	184173526	0.377559589173826	1	0	0	0	0	0
DYNC2LI1	51626	2	43774039	43827950	0.812415218655126	0	1	0	0	0	0
DYSF	8291	2	71453119	71686763	0.220528389638912	0	0	0	0	1	0
DZIP1	22873	13	95578202	95644706	0.729797816678509	0	0	0	0	0	1
DZIP3	9666	3	108589490	108694846	0.839545249014922	0	1	0	0	0	0
E2F3P2	100420003	2	195990999	195995694	0.0501259608552419	1	0	0	0	0	0
EAF2	55840	3	121835187	121886526	0.117434274271688	1	0	0	0	0	0
EBI3	10148	19	4229302	4237542	0.0102060590401137	0	0	0	1	0	0
ECE1	1889	1	21217247	21345541	0.232607712680059	1	0	0	0	0	0
ECE2	9718	3	184249657	184293031	0.251081971448873	0	0	1	0	0	0
ECH1	1891	19	38815422	38831857	0.256507977520832	0	0	0	0	1	0
ECHDC2	55268	1	52895910	52927212	0.457205606872941	1	0	0	0	0	0
EDNRB	1910	13	77895481	77975529	0.0209288805632711	1	0	0	0	0	0
EEF1D	1936	8	143579697	143597675	0.444738711969511	1	0	0	0	0	0
EEF1G	1937	11	62559601	62573988	0.421226018991021	0	0	1	0	0	0
EEF2	1938	19	3976056	3985463	0.531942380983141	0	0	0	0	1	0
EFCAB7	84455	1	63523301	63585365	0.622634196757315	0	1	0	0	0	0
EFEMP1	2202	2	55865962	55924163	0.0468961953362186	1	0	0	0	0	0
EFEMP2	30008	11	65866441	65872934	0.0794522317679736	1	0	0	0	0	0
EFHC2	80258	X	44146254	44343677	0.0512240811317098	1	0	0	0	0	0
EFHD2	79180	1	15409895	15430343	0.47374200633034	0	1	0	0	0	0
EFNA1	1942	1	155127873	155134910	0.0526451779600801	0	0	0	0	1	0
EFNA5	1946	5	107376889	107670895	0.465215425360119	0	1	0	0	0	0
EFR3A	23167	8	131904109	132013642	0.652864802015374	0	0	1	0	0	0
EGFR	1956	7	55019032	55207338	0.0749951553517215	0	0	1	0	0	0
EGR1	1958	5	138465492	138469315	0.250436018345068	0	1	0	0	0	0
EGR3	1960	8	22687659	22693302	0.226148181642013	0	1	0	0	0	0
EHBP1L1	254102	11	65576038	65592650	0.187390995413733	0	0	0	1	0	0
EHMT1	79813	9	137618992	137836127	0.466894903430011	1	0	0	0	0	0
EHMT2	10919	6	31879759	31897707	0.514437051870034	0	0	1	0	0	0
EID1	23741	15	48878093	48880183	0.671080679542665	0	0	0	0	1	0
EIF1B	10289	3	40309682	40312424	0.646922033460371	0	0	1	0	0	0
EIF1B-AS1	440952	3	40173145	40309698	0.117951036754732	1	0	0	0	0	0
EIF2AK4	440275	15	39934124	40035596	0.706091337768878	0	0	1	0	0	0
EIF2S3	1968	X	24054948	24078810	0.397261158839868	1	0	0	0	0	0
EIF4BP6	645579	7	104667733	104671585	0.176603578580195	0	0	0	0	0	1
EIF5	1983	14	103334002	103345025	0.776500226083586	1	0	0	0	0	0
ELAVL2	1993	9	23690104	23850706	0.572314449970932	0	0	1	0	0	0
ELAVL4	1996	1	50048014	50203786	0.704734836250888	0	1	0	0	0	0
ELF2	1998	4	139057717	139177218	0.429494218719721	0	0	0	0	1	0
ELFN1	392617	7	1666056	1747954	0.08449066597765	0	0	1	0	0	0
ELK3	2004	12	96194382	96269835	0.0891415283250436	0	0	0	1	0	0
ELK4	2005	1	205593466	205634085	0.340417285705058	0	1	0	0	0	0
ELMOD3	84173	2	85354720	85391752	0.325560364317551	1	0	0	0	0	0
ELOVL1	64834	1	43363397	43368074	0.163878302435243	0	0	0	0	1	0
ELOVL2	54898	6	10980759	11044391	0.114592080614947	1	0	0	0	0	0
ELOVL4	6785	6	79914812	79947598	0.431238292099994	0	0	1	0	0	0
ELOVL5	60481	6	53267398	53349179	0.19669272010852	0	0	0	0	1	0
ELOVL7	79993	5	60751789	60844283	0.135197984626316	0	0	0	0	1	0
EMB	133418	5	50396192	50443307	0.229507137781797	0	0	0	1	0	0
EMC10	284361	19	50476457	50505909	0.179445772236936	0	0	0	0	1	0
EMC7	56851	15	34084022	34101852	0.289839157677153	0	0	1	0	0	0
EMID1	129080	22	29205912	29259597	0.0891415283250436	1	0	0	0	0	0
EML2	24139	19	45609400	45645601	0.364705122408113	0	0	1	0	0	0
EML4	27436	2	42169338	42332548	0.543246560299722	0	0	0	1	0	0
EML6	400954	2	54723670	54972908	0.775014533944836	0	1	0	0	0	0
EMX1	2016	2	72911148	72934891	0.201149796524772	0	1	0	0	0	0
EMX2	2018	10	117542445	117549546	0.0280343647051224	1	0	0	0	0	0
EMX2OS	196047	10	117484293	117545068	0.0423099282992055	1	0	0	0	0	0
ENAH	55740	1	225486832	225661676	0.589496802532136	0	0	1	0	0	0
ENC1	8507	5	74627406	74641424	0.750985078483302	0	1	0	0	0	0
ENDOD1	23052	11	95089810	95132651	0.284606937536335	0	0	0	0	1	0
ENG	2022	9	127815012	127854773	0.0120147277307667	0	0	0	1	0	0
ENHO	375704	9	34521042	34523039	0.187261804792972	1	0	0	0	0	0
ENKUR	219670	10	24981979	25062279	0.13151605193463	1	0	0	0	0	0
ENO3	2027	17	4949182	4957131	0.0233835023577288	1	0	0	0	0	0
ENO4	387712	10	116849212	116943974	0.327692009560106	0	0	0	0	1	0
ENOSF1	55556	18	670324	712662	0.115238033718752	0	0	0	0	1	0
ENPP2	5168	8	119557077	119673404	0.0904980298430334	0	0	0	0	1	0
ENPP4	22875	6	46129964	46146699	0.468380595568762	0	0	0	0	1	0
ENPP6	133121	4	184088706	184217961	0.0596860667915509	0	0	0	0	1	0
ENPP7P1	100421823	8	8154365	8216916	0.828564046250242	0	1	0	0	0	0
ENPP7P10	100421805	4	9078958	9141608	0.745882048963245	0	1	0	0	0	0
ENPP7P7	100421859	11	67812542	67873371	0.696466636522189	0	1	0	0	0	0
ENSA	2029	1	150622123	150629622	0.682707835411149	0	1	0	0	0	0
ENTPD2	954	9	137048098	137054069	0.0386279956075189	1	0	0	0	0	0
ENTPD3	956	3	40387156	40428626	0.41276403333118	0	0	1	0	0	0
ENTPD3-AS1	285266	3	40390951	40453308	0.306246366513791	0	0	1	0	0	0
EOGT	285203	3	68975212	69013961	0.262709127317357	0	0	1	0	0	0
EPB41	2035	1	28887091	29120046	0.324462244041083	0	1	0	0	0	0
EPB41L3	23136	18	5392381	5630666	0.682578644790388	0	0	0	0	1	0
EPB41L4B	54566	9	109171974	109320964	0.618177120341063	0	1	0	0	0	0
EPDR1	54749	7	37920561	37951941	0.369097603513985	0	0	1	0	0	0
EPHA3	2042	3	89107524	89482134	0.287836703055358	0	1	0	0	0	0
EPHA4	2043	2	221418027	221574202	0.688973580518054	0	1	0	0	0	0
EPHA6	285220	3	96814581	97764977	0.243847296686261	0	0	1	0	0	0
EPHA7	2045	6	93240020	93419584	0.415800012919062	0	0	1	0	0	0
EPHB1	2047	3	134795257	135260467	0.0857825721852594	1	0	0	0	0	0
EPHB6	2051	7	142854643	142871093	0.782313804017828	0	1	0	0	0	0
EPHX1	2052	1	225810074	225845563	0.0622698792067696	1	0	0	0	0	0
EPM2A	7957	6	145500777	145736303	0.140107228215232	1	0	0	0	0	0
EPOR	2057	19	11377205	11384342	0.0766100381112331	1	0	0	0	0	0
EPRS	2058	1	219968600	220046658	0.621277695239326	0	0	1	0	0	0
EPS15	2060	1	51354263	51519354	0.659130547122279	0	0	0	0	1	0
ERAP1	51752	5	96760810	96935924	0.373167108067954	0	0	0	1	0	0
ERBB2	2064	17	39688084	39728662	0.0349460629158323	1	0	0	0	0	0
ERBB3	2065	12	56080025	56103507	0.0607841870680189	0	0	0	0	1	0
ERBB4	2066	2	211375717	212539155	0.310768038240424	0	0	1	0	0	0
ERC1	23085	12	991208	1495933	0.551385569407661	0	0	1	0	0	0
ERC2	26059	3	55508308	56468366	0.702603191008333	0	1	0	0	0	0
ERCC6L2	375748	9	95875618	96120476	0.689554938311479	0	0	0	0	0	1
ERI1	90459	8	9002804	9100256	0.19120211872618	1	0	0	0	0	0
ERI2	112479	16	20780193	20806473	0.272333828564046	1	0	0	0	0	0
ERI3	79033	1	44221070	44355279	0.406821264776177	1	0	0	0	0	0
ERICH2	285141	2	170770541	170798971	0.0944383437762418	0	0	1	0	0	0
ERLIN2	11160	8	37736579	37757801	0.153478457463988	1	0	0	0	0	0
ERMARD	55780	6	169751622	169781584	0.2880304889865	1	0	0	0	0	0
ERMN	57471	2	157318613	157327713	0.0341709191912667	0	0	0	0	1	0
ERMP1	79956	9	5764061	5833081	0.2576060977973	0	0	0	0	1	0
ERO1L	30001	14	52639915	52695931	0.557005361410762	0	0	1	0	0	0
ERO1LB	56605	1	236215122	236282039	0.702021833214909	0	0	1	0	0	0
ERP29	10961	12	112013348	112023220	0.306504747755313	0	0	1	0	0	0
ESD	2098	13	46771256	46797681	0.435114010722822	1	0	0	0	0	0
ETFA	2108	15	76216287	76311469	0.25211549641496	1	0	0	0	0	0
ETFDH	2110	4	158672101	158708713	0.683224597894193	0	0	1	0	0	0
ETNPPL	64850	4	108742040	108763079	0.0240294554615335	1	0	0	0	0	0
EVC	2121	4	5711189	5829045	0.106776048058911	1	0	0	0	0	0
EVL	51466	14	100019387	100144236	0.852270525159873	0	0	0	1	0	0
EWSR1	2130	22	29268009	29300525	0.837671985013888	1	0	0	0	0	0
EXOC6	54536	10	92834713	93059494	0.590465732187843	0	1	0	0	0	0
EXOC6B	23233	2	72175984	72826048	0.482591563852464	0	0	0	0	1	0
EXOG	9941	3	38496127	38526305	0.556617789548479	0	0	0	0	0	1
EXTL1	2134	1	26021741	26036464	0.44596602286674	0	1	0	0	0	0
EYA1	2138	8	71197433	71548109	0.0586525418254635	1	0	0	0	0	0
EYA4	2070	6	133241335	133532120	0.0724113429365028	0	0	1	0	0	0
EZR	7430	6	158765741	158819424	0.0280989600155029	1	0	0	0	0	0
F3	2152	1	94529176	94541857	0.0364963503649635	1	0	0	0	0	0
F8	2157	X	154835788	155026934	0.0762224662489503	1	0	0	0	0	0
FA2H	79152	16	74712955	74774831	0.0203475227698469	0	0	0	0	1	0
FAAH	2166	1	46394267	46413848	0.413797558297268	0	0	0	0	1	0
FABP5P4	404766	13	92180502	92180885	0.0193785931141399	1	0	0	0	0	0
FADS1	3992	11	61799625	61817057	0.375557134552032	0	0	0	0	1	0
FAHD2CP	729234	2	96010551	96023136	0.202635488663523	0	0	0	0	1	0
FAIM2	23017	12	49866896	49903977	0.893740714424133	0	0	1	0	0	0
FAM102A	399665	9	127940582	127981027	0.142368064078548	0	0	0	0	1	0
FAM102B	284611	1	108560349	108639327	0.377817970415348	0	1	0	0	0	0
FAM104A	84923	17	73207353	73232394	0.625734771655578	0	1	0	0	0	0
FAM105A	54491	5	14581782	14616180	0.0986370389509722	0	0	0	1	0	0
FAM107B	83641	10	14518557	14774897	0.0329436082940379	0	0	0	0	1	0
FAM110B	90362	8	57994509	58149718	0.245655965376914	0	0	1	0	0	0
FAM114A1	92689	4	38867733	38945744	0.0742200116271559	0	0	0	0	1	0
FAM120A	23196	9	93451696	93566115	0.602351269297849	0	1	0	0	0	0
FAM120AOS	158293	9	93443332	93453592	0.470189264259415	1	0	0	0	0	0
FAM122B	159090	X	134769566	134797232	0.407467217879982	0	1	0	0	0	0
FAM124A	220108	13	51222334	51284241	0.13707124862735	0	0	0	0	1	0
FAM131A	131408	3	184335929	184346275	0.531231832568955	0	1	0	0	0	0
FAM131B	9715	7	143353400	143382304	0.323299528454234	0	0	0	0	1	0
FAM131C	348487	1	16057769	16073632	0.0540016794780699	0	0	1	0	0	0
FAM134A	79137	2	219178217	219185475	0.577159098249467	0	0	1	0	0	0
FAM134B	54463	5	16472816	16617058	0.593824688327627	0	0	0	0	1	0
FAM135A	57579	6	70413404	70561174	0.609198372198178	0	0	0	1	0	0
FAM135B	51059	8	138130023	138496822	0.469930883017893	0	0	1	0	0	0
FAM13A	10144	4	88725954	89111398	0.613397067372909	0	1	0	0	0	0
FAM13C	220965	10	59246129	59363181	0.472450100122731	0	0	0	0	1	0
FAM149A	25854	4	186144287	186172663	0.22995930495446	0	0	0	1	0	0
FAM151A	338094	1	54609177	54623527	0.0318454880175699	1	0	0	0	0	0
FAM153B	202134	5	176063709	176114798	0.563529487759189	0	1	0	0	0	0
FAM160A2	84067	11	6211334	6234711	0.386796718558233	1	0	0	0	0	0
FAM167A	83648	8	11421464	11475915	0.019249402493379	1	0	0	0	0	0
FAM171B	165215	2	186694062	186765959	0.803630256443382	1	0	0	0	0	0
FAM174A	345757	5	100535305	100586741	0.279180931464376	0	0	1	0	0	0
FAM178A	55719	10	100912569	100965134	0.71888120922421	0	0	0	0	1	0
FAM178B	51252	2	96875882	96986601	0.0943737484658614	0	0	0	0	1	0
FAM179A	165186	2	28981298	29052230	0.060525805826497	0	0	1	0	0	0
FAM179B	23116	14	44962213	45074431	0.583877010529036	0	1	0	0	0	0
FAM181B	220382	11	82732004	82733864	0.0161488275951166	1	0	0	0	0	0
FAM184A	79632	6	118959829	119149193	0.495704411859699	1	0	0	0	0	0
FAM188A	80013	10	15778169	15860520	0.530650474775531	0	0	0	0	0	1
FAM188B	84182	7	30771417	30892387	0.233641237646147	0	1	0	0	0	0
FAM189A2	9413	9	69324572	69392456	0.0408242361604548	1	0	0	0	0	0
FAM193B	54540	5	177519789	177554547	0.500678250758995	1	0	0	0	0	0
FAM195A	84331	16	641849	648474	0.237193979717073	1	0	0	0	0	0
FAM196A	642938	10	127135426	127196216	0.0625282604482914	0	0	0	0	0	1
FAM196B	100131897	5	169861291	169980740	0.0835863316323235	0	0	0	0	1	0
FAM19A1	407738	3	67991592	68545621	0.263419675731542	0	1	0	0	0	0
FAM19A2	338811	12	61708248	62260064	0.437956204379562	0	1	0	0	0	0
FAM19A5	25817	22	48489460	48751935	0.537497577675861	0	0	1	0	0	0
FAM204A	63877	10	118305889	118342327	0.608939990956657	1	0	0	0	0	0
FAM20C	56975	7	192777	260774	0.1689813319553	0	0	1	0	0	0
FAM213A	84293	10	80407829	80432997	0.58303727149409	1	0	0	0	0	0
FAM214B	80256	9	35104121	35116351	0.168012402299593	1	0	0	0	0	0
FAM217B	63939	20	59933764	59948680	0.580647245010012	1	0	0	0	0	0
FAM219B	57184	15	74899987	74907307	0.662877075124346	1	0	0	0	0	0
FAM221A	340277	7	23679463	23703249	0.322330598798527	0	0	0	0	1	0
FAM227B	196951	15	49328393	49620931	0.0734448679025903	1	0	0	0	0	0
FAM3A	60343	X	154506159	154516247	0.214391835152768	0	0	0	0	1	0
FAM3C	10447	7	121348245	121396369	0.607389703507525	0	0	1	0	0	0
FAM49A	81553	2	16549459	16665866	0.719139590465732	0	1	0	0	0	0
FAM50A	9130	X	154444126	154450654	0.575996382662619	0	0	0	0	1	0
FAM53A	152877	4	1574062	1684313	0.0343001098120276	0	0	0	0	1	0
FAM53B-AS1	101927944	10	124704028	124714774	0.0415993798850203	0	0	0	0	1	0
FAM65B	9750	6	24804281	25042288	0.65092694270396	0	0	1	0	0	0
FAM69B	138311	9	136712572	136724718	0.359472902267295	0	0	1	0	0	0
FAM72A	729533	1	206186182	206204919	0.0190556165622376	0	0	0	1	0	0
FAM73A	374986	1	77779622	77879540	0.677798591822234	0	0	0	0	1	0
FAM78A	286336	9	131258078	131281920	0.067308313416446	0	0	0	1	0	0
FAM84A	151354	2	14632686	14640046	0.385311026419482	0	0	0	0	0	1
FAM84B	157638	8	126552438	126558478	0.020089141528325	0	0	0	0	0	1
FAM92A1	137392	8	93700252	93729253	0.704541050319747	1	0	0	0	0	0
FAM95C	100289137	9	38540567	38545372	0.223822750468316	0	0	0	0	1	0
FAM96B	51647	16	66932055	66934423	0.443511401072282	0	0	0	0	1	0
FAN1	22909	15	30903852	30943108	0.531231832568955	0	0	0	0	1	0
FANCB	2187	X	14796153	14873317	0.0679542665202506	0	0	0	0	1	0
FAP	2191	2	162170684	162243535	0.152638718429042	0	1	0	0	0	0
FAR1	84188	11	13668659	13732346	0.832633550804212	0	0	0	0	1	0
FAR2	55711	12	29149003	29335616	0.345068148052451	0	0	1	0	0	0
FARP1	10160	13	98142562	98449773	0.46540921129126	1	0	0	0	0	0
FARP2	9855	2	241356249	241494842	0.254376332278277	0	0	0	0	1	0
FARS2	10667	6	5261018	5771583	0.192881596796073	0	0	0	0	0	1
FAS	355	10	88969801	89017059	0.147600284219366	1	0	0	0	0	0
FASN	2194	17	82078338	82098289	0.41412053484917	1	0	0	0	0	0
FBLN1	2192	22	45502839	45601134	0.0121439183515277	1	0	0	0	0	0
FBLN2	2199	3	13549125	13638422	0.0246754085653382	0	0	0	0	0	1
FBN2	2201	5	128257909	128538042	0.0427620954718687	0	0	1	0	0	0
FBXO2	26232	1	11648361	11654831	0.344099218396744	1	0	0	0	0	0
FBXO33	254170	14	39396373	39432500	0.45423422259544	0	1	0	0	0	0
FBXO34	55030	14	55271303	55353611	0.466055164395065	0	1	0	0	0	0
FBXW7	55294	4	152321258	152536095	0.851947548607971	0	1	0	0	0	0
FCGBP	8857	19	39863323	39934626	0.0214456430463148	0	0	0	1	0	0
FCGR2A	2212	1	161505415	161524048	0.797364511336477	0	0	0	1	0	0
FCHO1	23149	19	17747718	17788568	0.327627414249725	0	0	0	0	1	0
FCHO2	115548	5	72955981	73090522	0.559330792584458	0	1	0	0	0	0
FDPS	2224	1	155308748	155320666	0.431690459272657	0	0	0	0	1	0
FECH	2235	18	57544841	57586737	0.356566113300174	0	0	0	0	1	0
FEM1C	56929	5	115520908	115544894	0.170919191266714	1	0	0	0	0	0
FER	2241	5	108746085	109187674	0.617466571926878	0	0	0	1	0	0
FERMT1	55612	20	6074845	6123544	0.0431496673341515	0	0	0	0	0	1
FEZ1	9638	11	125445745	125496310	0.644919578838576	0	0	0	0	1	0
FEZ2	9637	2	36552239	36598190	0.511917834765196	0	1	0	0	0	0
FEZF2	55079	3	62369672	62373515	0.106840643369291	1	0	0	0	0	0
FGD2	221472	6	37005647	37029070	0.0167301853885408	0	0	0	1	0	0
FGD3	89846	9	92947319	93036236	0.0217686195982172	0	0	0	1	0	0
FGD6	55785	12	95076749	95217464	0.192429429623409	1	0	0	0	0	0
FGF1	2246	5	142592178	142698070	0.0426975001614883	0	0	0	0	1	0
FGF11	2256	17	7438273	7444932	0.0183450681480525	1	0	0	0	0	0
FGF12	2257	3	192139244	192727599	0.806989212583166	0	0	1	0	0	0
FGF13	2258	X	138631573	139222889	0.25482849945094	0	0	1	0	0	0
FGF14	2259	13	101719784	102401774	0.601769911504425	0	0	1	0	0	0
FGF2	2247	4	122826708	122898235	0.0779665396292229	1	0	0	0	0	0
FGF9	2254	13	21671076	21704501	0.465602997222402	0	0	1	0	0	0
FGFR3	2261	4	1793299	1808872	0.0440540016794781	1	0	0	0	0	0
FGFRL1	53834	4	1009979	1026898	0.0835863316323235	1	0	0	0	0	0
FGGY	55277	1	59296405	59762730	0.101802209159615	1	0	0	0	0	0
FGL2	10875	7	77193371	77199833	0.0319746786383309	0	0	0	1	0	0
FHL1	2273	X	136146702	136211359	0.81299657644855	0	1	0	0	0	0
FHL2	2274	2	105360815	105438773	0.271171112977198	0	1	0	0	0	0
FHOD1	29109	16	67229389	67247522	0.0751889412828629	0	0	0	1	0	0
FIBIN	387758	11	26994081	26997087	0.0206059040113688	0	0	0	0	0	1
FILIP1L	11259	3	99833144	100114513	0.234610167301854	0	1	0	0	0	0
FIP1L1	81608	4	53377646	53462611	0.612428137717202	0	1	0	0	0	0
FIRRE	286467	X	131702650	131830643	0.0241586460822944	1	0	0	0	0	0
FIS1	51024	7	101239612	101245090	0.448872811833861	0	0	0	0	1	0
FKBP10	60681	17	41812262	41823217	0.0200245462179446	1	0	0	0	0	0
FKBP15	23307	9	113165519	113221361	0.339060784187068	0	0	0	1	0	0
FKBP2	2286	11	64240941	64244135	0.527162328014986	0	0	1	0	0	0
